Date,Daily minimum temperatures,Year,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990
1986-01-10,13.8,1986,0,0,0,0,0,01-10,0,0,0,0
1986-01-11,14.845253551825794,1986,0,0,0,0,0,01-11,0,0,0,0
1986-01-12,14.84261733011784,1986,0,0,0,0,0,01-12,0,0,0,0
1986-01-13,12.5,1986,0,0,0,0,0,01-13,0,0,0,0
1986-01-14,12.39448392661136,1986,0,0,0,0,0,01-14,0,0,0,0
1986-01-15,15.83650800203656,1986,0,0,0,0,0,01-15,0,0,0,0
1986-01-16,14.6,1986,0,0,0,0,0,01-16,0,0,0,0
1986-01-17,11.590939184635966,1986,0,0,0,0,0,01-17,0,0,0,0
1986-01-18,13.126149453113296,1986,0,0,0,0,0,01-18,0,0,0,0
1986-01-19,13.371955103515925,1986,0,0,0,0,0,01-19,0,0,0,0
1986-01-20,16.091755661911016,1986,0,0,0,0,0,01-20,0,0,0,0
1986-01-21,12.951734149104345,1986,0,0,0,0,0,01-21,0,0,0,0
1986-01-22,15.0,1986,0,0,0,0,0,01-22,0,0,0,0
1986-01-23,13.410862652633927,1986,0,0,0,0,0,01-23,0,0,0,0
1986-01-24,11.394230483723012,1986,0,0,0,0,0,01-24,0,0,0,0
1986-01-25,15.3,1986,0,0,0,0,0,01-25,0,0,0,0
1986-01-26,14.337784659068047,1986,0,0,0,0,0,01-26,0,0,0,0
1986-01-27,18.086594593583524,1986,0,0,0,0,0,01-27,0,0,0,0
1986-01-28,12.650998293287747,1986,0,0,0,0,0,01-28,0,0,0,0
1986-01-29,13.065684500918215,1986,0,0,0,0,0,01-29,0,0,0,0
1986-01-30,17.4,1986,0,0,0,0,0,01-30,0,0,0,0
1986-01-31,,1986,0,0,0,0,0,01-31,0,0,0,0
1986-02-01,14.6,1986,0,0,0,0,0,02-01,0,0,0,0
1986-02-02,16.77085720152966,1986,0,0,0,0,0,02-02,0,0,0,0
1986-02-03,,1986,0,0,0,0,0,02-03,0,0,0,0
1986-02-04,11.472993148005902,1986,0,0,0,0,0,02-04,0,0,0,0
1986-02-05,,1986,0,0,0,0,0,02-05,0,0,0,0
1986-02-06,13.427084051589238,1986,0,0,0,0,0,02-06,0,0,0,0
1986-02-07,,1986,0,0,0,0,0,02-07,0,0,0,0
1986-02-08,15.8,1986,0,0,0,0,0,02-08,0,0,0,0
1986-02-09,16.545449827373893,1986,0,0,0,0,0,02-09,0,0,0,0
1986-02-10,10.838265515462194,1986,0,0,0,0,0,02-10,0,0,0,0
1986-02-11,14.5,1986,0,0,0,0,0,02-11,0,0,0,0
1986-02-12,9.867765991854805,1986,0,0,0,0,0,02-12,0,0,0,0
1986-02-13,14.2,1986,0,0,0,0,0,02-13,0,0,0,0
1986-02-14,21.16282560220948,1986,0,0,0,0,0,02-14,0,0,0,0
1986-02-15,,1986,0,0,0,0,0,02-15,0,0,0,0
1986-02-16,18.189951353490052,1986,0,0,0,0,0,02-16,0,0,0,0
1986-02-17,15.921712477620973,1986,0,0,0,0,0,02-17,0,0,0,0
1986-02-18,12.600736638673192,1986,0,0,0,0,0,02-18,0,0,0,0
1986-02-19,13.8,1986,0,0,0,0,0,02-19,0,0,0,0
1986-02-20,14.132224481745693,1986,0,0,0,0,0,02-20,0,0,0,0
1986-02-21,14.308426531642114,1986,0,0,0,0,0,02-21,0,0,0,0
1986-02-22,13.989433714394886,1986,0,0,0,0,0,02-22,0,0,0,0
1986-02-23,12.284474900870359,1986,0,0,0,0,0,02-23,0,0,0,0
1986-02-24,11.070416455232431,1986,0,0,0,0,0,02-24,0,0,0,0
1986-02-25,12.5,1986,0,0,0,0,0,02-25,0,0,0,0
1986-02-26,,1986,0,0,0,0,0,02-26,0,0,0,0
1986-02-27,13.4,1986,0,0,0,0,0,02-27,0,0,0,0
1986-02-28,14.4,1986,0,0,0,0,0,02-28,0,0,0,0
1986-03-01,18.97585471955115,1986,0,0,0,0,0,03-01,0,0,0,0
1986-03-02,,1986,0,0,0,0,0,03-02,0,0,0,0
1986-03-03,,1986,0,0,0,0,0,03-03,0,0,0,0
1986-03-04,14.6,1986,0,0,0,0,0,03-04,0,0,0,0
1986-03-05,16.4,1986,0,0,0,0,0,03-05,0,0,0,0
1986-03-06,16.346534315978957,1986,0,0,0,0,0,03-06,0,0,0,0
1986-03-07,20.0,1986,0,0,0,0,0,03-07,0,0,0,0
1986-03-08,12.190272233048374,1986,0,0,0,0,0,03-08,0,0,0,0
1986-03-09,12.7,1986,0,0,0,0,0,03-09,0,0,0,0
1986-03-10,12.46350650674903,1986,0,0,0,0,0,03-10,0,0,0,0
1986-03-11,11.020856161687762,1986,0,0,0,0,0,03-11,0,0,0,0
1986-03-12,8.6,1986,0,0,0,0,0,03-12,0,0,0,0
1986-03-13,10.528947502562662,1986,0,0,0,0,0,03-13,0,0,0,0
1986-03-14,17.04638859475594,1986,0,0,0,0,0,03-14,0,0,0,0
1986-03-15,16.827327661509795,1986,0,0,0,0,0,03-15,0,0,0,0
1986-03-16,12.617896398558415,1986,0,0,0,0,0,03-16,0,0,0,0
1986-03-17,,1986,0,0,0,0,0,03-17,0,0,0,0
1986-03-18,11.632028667436195,1986,0,0,0,0,0,03-18,0,0,0,0
1986-03-19,15.6,1986,0,0,0,0,0,03-19,0,0,0,0
1986-03-20,17.548882504657517,1986,0,0,0,0,0,03-20,0,0,0,0
1986-03-21,18.284508851787308,1986,0,0,0,0,0,03-21,0,0,0,0
1986-03-22,18.910740252702162,1986,0,0,0,0,0,03-22,0,0,0,0
1986-03-23,16.5,1986,0,0,0,0,0,03-23,0,0,0,0
1986-03-24,16.2,1986,0,0,0,0,0,03-24,0,0,0,0
1986-03-25,15.27276404313416,1986,0,0,0,0,0,03-25,0,0,0,0
1986-03-26,13.2,1986,0,0,0,0,0,03-26,0,0,0,0
1986-03-27,18.0,1986,0,0,0,0,0,03-27,0,0,0,0
1986-03-28,14.201218770247591,1986,0,0,0,0,0,03-28,0,0,0,0
1986-03-29,10.047942422579643,1986,0,0,0,0,0,03-29,0,0,0,0
1986-03-30,17.19696037675845,1986,0,0,0,0,0,03-30,0,0,0,0
1986-03-31,16.741123342258398,1986,0,0,0,0,0,03-31,0,0,0,0
1986-04-01,6.198310503570667,1986,0,0,0,0,0,04-01,0,0,0,0
1986-04-02,10.3,1986,0,0,0,0,0,04-02,0,0,0,0
1986-04-03,15.0,1986,0,0,0,0,0,04-03,0,0,0,0
1986-04-04,18.0,1986,0,0,0,0,0,04-04,0,0,0,0
1986-04-05,12.98539489728998,1986,0,0,0,0,0,04-05,0,0,0,0
1986-04-06,10.5,1986,0,0,0,0,0,04-06,0,0,0,0
1986-04-07,14.31790631137686,1986,0,0,0,0,0,04-07,0,0,0,0
1986-04-08,8.12827526968239,1986,0,0,0,0,0,04-08,0,0,0,0
1986-04-09,11.6,1986,0,0,0,0,0,04-09,0,0,0,0
1986-04-10,8.019541805570217,1986,0,0,0,0,0,04-10,0,0,0,0
1986-04-11,,1986,0,0,0,0,0,04-11,0,0,0,0
1986-04-12,12.2,1986,0,0,0,0,0,04-12,0,0,0,0
1986-04-13,10.319527893142126,1986,0,0,0,0,0,04-13,0,0,0,0
1986-04-14,,1986,0,0,0,0,0,04-14,0,0,0,0
1986-04-15,,1986,0,0,0,0,0,04-15,0,0,0,0
1986-04-16,11.867203787761543,1986,0,0,0,0,0,04-16,0,0,0,0
1986-04-17,11.093586759201086,1986,0,0,0,0,0,04-17,0,0,0,0
1986-04-18,12.0,1986,0,0,0,0,0,04-18,0,0,0,0
1986-04-19,12.0,1986,0,0,0,0,0,04-19,0,0,0,0
1986-04-20,11.1,1986,0,0,0,0,0,04-20,0,0,0,0
1986-04-21,13.11177985698179,1986,0,0,0,0,0,04-21,0,0,0,0
1986-04-22,14.2,1986,0,0,0,0,0,04-22,0,0,0,0
1986-04-23,11.6,1986,0,0,0,0,0,04-23,0,0,0,0
1986-04-24,13.28247425526713,1986,0,0,0,0,0,04-24,0,0,0,0
1986-04-25,12.00241323006467,1986,0,0,0,0,0,04-25,0,0,0,0
1986-04-26,6.8705224752842335,1986,0,0,0,0,0,04-26,0,0,0,0
1986-04-27,10.535594191740376,1986,0,0,0,0,0,04-27,0,0,0,0
1986-04-28,9.0,1986,0,0,0,0,0,04-28,0,0,0,0
1986-04-29,,1986,0,0,0,0,0,04-29,0,0,0,0
1986-04-30,9.4,1986,0,0,0,0,0,04-30,0,0,0,0
1986-05-01,11.889016950322704,1986,0,0,0,0,0,05-01,0,0,0,0
1986-05-02,9.874550163319963,1986,0,0,0,0,0,05-02,0,0,0,0
1986-05-03,8.19833678626796,1986,0,0,0,0,0,05-03,0,0,0,0
1986-05-04,11.193431949747444,1986,0,0,0,0,0,05-04,0,0,0,0
1986-05-05,10.4,1986,0,0,0,0,0,05-05,0,0,0,0
1986-05-06,8.09835433143057,1986,0,0,0,0,0,05-06,0,0,0,0
1986-05-07,12.438671663662392,1986,0,0,0,0,0,05-07,0,0,0,0
1986-05-08,12.715234566958493,1986,0,0,0,0,0,05-08,0,0,0,0
1986-05-09,12.9,1986,0,0,0,0,0,05-09,0,0,0,0
1986-05-10,12.3,1986,0,0,0,0,0,05-10,0,0,0,0
1986-05-11,6.9,1986,0,0,0,0,0,05-11,0,0,0,0
1986-05-12,11.188542246914476,1986,0,0,0,0,0,05-12,0,0,0,0
1986-05-13,13.323346400262766,1986,0,0,0,0,0,05-13,0,0,0,0
1986-05-14,8.357534816073759,1986,0,0,0,0,0,05-14,0,0,0,0
1986-05-15,11.1,1986,0,0,0,0,0,05-15,0,0,0,0
1986-05-16,12.097285685589304,1986,0,0,0,0,0,05-16,0,0,0,0
1986-05-17,12.192245056866435,1986,0,0,0,0,0,05-17,0,0,0,0
1986-05-18,10.9,1986,0,0,0,0,0,05-18,0,0,0,0
1986-05-19,10.434092985128139,1986,0,0,0,0,0,05-19,0,0,0,0
1986-05-20,,1986,0,0,0,0,0,05-20,0,0,0,0
1986-05-21,10.4,1986,0,0,0,0,0,05-21,0,0,0,0
1986-05-22,10.0,1986,0,0,0,0,0,05-22,0,0,0,0
1986-05-23,9.6,1986,0,0,0,0,0,05-23,0,0,0,0
1986-05-24,11.470875369222604,1986,0,0,0,0,0,05-24,0,0,0,0
1986-05-25,8.5,1986,0,0,0,0,0,05-25,0,0,0,0
1986-05-26,6.3,1986,0,0,0,0,0,05-26,0,0,0,0
1986-05-27,7.461239398930614,1986,0,0,0,0,0,05-27,0,0,0,0
1986-05-28,11.834380527708667,1986,0,0,0,0,0,05-28,0,0,0,0
1986-05-29,13.881289121508543,1986,0,0,0,0,0,05-29,0,0,0,0
1986-05-30,9.5,1986,0,0,0,0,0,05-30,0,0,0,0
1986-05-31,,1986,0,0,0,0,0,05-31,0,0,0,0
1986-06-01,11.097678161124989,1986,0,0,0,0,0,06-01,0,0,0,0
1986-06-02,3.5150225748879595,1986,0,0,0,0,0,06-02,0,0,0,0
1986-06-03,3.4242461892690415,1986,0,0,0,0,0,06-03,0,0,0,0
1986-06-04,10.99099099703783,1986,0,0,0,0,0,06-04,0,0,0,0
1986-06-05,,1986,0,0,0,0,0,06-05,0,0,0,0
1986-06-06,8.428969847550828,1986,0,0,0,0,0,06-06,0,0,0,0
1986-06-07,9.4,1986,0,0,0,0,0,06-07,0,0,0,0
1986-06-08,,1986,0,0,0,0,0,06-08,0,0,0,0
1986-06-09,8.755940933323654,1986,0,0,0,0,0,06-09,0,0,0,0
1986-06-10,9.5,1986,0,0,0,0,0,06-10,0,0,0,0
1986-06-11,10.323962702944833,1986,0,0,0,0,0,06-11,0,0,0,0
1986-06-12,9.6,1986,0,0,0,0,0,06-12,0,0,0,0
1986-06-13,7.0,1986,0,0,0,0,0,06-13,0,0,0,0
1986-06-14,7.0,1986,0,0,0,0,0,06-14,0,0,0,0
1986-06-15,6.8,1986,0,0,0,0,0,06-15,0,0,0,0
1986-06-16,,1986,0,0,0,0,0,06-16,0,0,0,0
1986-06-17,8.697807294888888,1986,0,0,0,0,0,06-17,0,0,0,0
1986-06-18,7.727826875500053,1986,0,0,0,0,0,06-18,0,0,0,0
1986-06-19,9.25532881054809,1986,0,0,0,0,0,06-19,0,0,0,0
1986-06-20,5.7,1986,0,0,0,0,0,06-20,0,0,0,0
1986-06-21,5.5,1986,0,0,0,0,0,06-21,0,0,0,0
1986-06-22,5.7,1986,0,0,0,0,0,06-22,0,0,0,0
1986-06-23,5.7,1986,0,0,0,0,0,06-23,0,0,0,0
1986-06-24,6.6,1986,0,0,0,0,0,06-24,0,0,0,0
1986-06-25,6.0,1986,0,0,0,0,0,06-25,0,0,0,0
1986-06-26,5.2641166357146325,1986,0,0,0,0,0,06-26,0,0,0,0
1986-06-27,6.881440636249881,1986,0,0,0,0,0,06-27,0,0,0,0
1986-06-28,9.99361392450075,1986,0,0,0,0,0,06-28,0,0,0,0
1986-06-29,4.050655985312931,1986,0,0,0,0,0,06-29,0,0,0,0
1986-06-30,-0.31153170270846187,1986,0,0,0,0,0,06-30,0,0,0,0
1986-07-01,4.653565315745327,1986,0,0,0,0,0,07-01,0,0,0,0
1986-07-02,7.748552493042427,1986,0,0,0,0,0,07-02,0,0,0,0
1986-07-03,11.039705740288388,1986,0,0,0,0,0,07-03,0,0,0,0
1986-07-04,11.960455657521857,1986,0,0,0,0,0,07-04,0,0,0,0
1986-07-05,8.840679230288043,1986,0,0,0,0,0,07-05,0,0,0,0
1986-07-06,4.423261377835169,1986,0,0,0,0,0,07-06,0,0,0,0
1986-07-07,6.245542196517436,1986,0,0,0,0,0,07-07,0,0,0,0
1986-07-08,5.7,1986,0,0,0,0,0,07-08,0,0,0,0
1986-07-09,4.470676864507325,1986,0,0,0,0,0,07-09,0,0,0,0
1986-07-10,,1986,0,0,0,0,0,07-10,0,0,0,0
1986-07-11,8.114728628237987,1986,0,0,0,0,0,07-11,0,0,0,0
1986-07-12,3.4302764203719587,1986,0,0,0,0,0,07-12,0,0,0,0
1986-07-13,7.065648845851505,1986,0,0,0,0,0,07-13,0,0,0,0
1986-07-14,4.249852492551166,1986,0,0,0,0,0,07-14,0,0,0,0
1986-07-15,,1986,0,0,0,0,0,07-15,0,0,0,0
1986-07-16,10.04011056292325,1986,0,0,0,0,0,07-16,0,0,0,0
1986-07-17,3.29244091417558,1986,0,0,0,0,0,07-17,0,0,0,0
1986-07-18,7.6,1986,0,0,0,0,0,07-18,0,0,0,0
1986-07-19,9.384097836068756,1986,0,0,0,0,0,07-19,0,0,0,0
1986-07-20,,1986,0,0,0,0,0,07-20,0,0,0,0
1986-07-21,9.60960522505592,1986,0,0,0,0,0,07-21,0,0,0,0
1986-07-22,6.8,1986,0,0,0,0,0,07-22,0,0,0,0
1986-07-23,9.4,1986,0,0,0,0,0,07-23,0,0,0,0
1986-07-24,8.823668219605882,1986,0,0,0,0,0,07-24,0,0,0,0
1986-07-25,0.422000617141681,1986,0,0,0,0,0,07-25,0,0,0,0
1986-07-26,4.32104709024477,1986,0,0,0,0,0,07-26,0,0,0,0
1986-07-27,5.756284079500293,1986,0,0,0,0,0,07-27,0,0,0,0
1986-07-28,,1986,0,0,0,0,0,07-28,0,0,0,0
1986-07-29,7.083420443627204,1986,0,0,0,0,0,07-29,0,0,0,0
1986-07-30,7.4,1986,0,0,0,0,0,07-30,0,0,0,0
1986-07-31,9.3,1986,0,0,0,0,0,07-31,0,0,0,0
1986-08-01,7.6629784236189815,1986,0,0,0,0,0,08-01,0,0,0,0
1986-08-02,11.669706071418224,1986,0,0,0,0,0,08-02,0,0,0,0
1986-08-03,9.595273406788765,1986,0,0,0,0,0,08-03,0,0,0,0
1986-08-04,10.0,1986,0,0,0,0,0,08-04,0,0,0,0
1986-08-05,,1986,0,0,0,0,0,08-05,0,0,0,0
1986-08-06,9.3,1986,0,0,0,0,0,08-06,0,0,0,0
1986-08-07,8.95400264371021,1986,0,0,0,0,0,08-07,0,0,0,0
1986-08-08,4.203100906319255,1986,0,0,0,0,0,08-08,0,0,0,0
1986-08-09,3.6,1986,0,0,0,0,0,08-09,0,0,0,0
1986-08-10,3.061993750414445,1986,0,0,0,0,0,08-10,0,0,0,0
1986-08-11,1.1522078352824534,1986,0,0,0,0,0,08-11,0,0,0,0
1986-08-12,,1986,0,0,0,0,0,08-12,0,0,0,0
1986-08-13,,1986,0,0,0,0,0,08-13,0,0,0,0
1986-08-14,3.708361288598803,1986,0,0,0,0,0,08-14,0,0,0,0
1986-08-15,8.031703041455,1986,0,0,0,0,0,08-15,0,0,0,0
1986-08-16,9.1,1986,0,0,0,0,0,08-16,0,0,0,0
1986-08-17,9.324614564416486,1986,0,0,0,0,0,08-17,0,0,0,0
1986-08-18,7.3,1986,0,0,0,0,0,08-18,0,0,0,0
1986-08-19,8.4,1986,0,0,0,0,0,08-19,0,0,0,0
1986-08-20,8.627168742828053,1986,0,0,0,0,0,08-20,0,0,0,0
1986-08-21,6.6,1986,0,0,0,0,0,08-21,0,0,0,0
1986-08-22,11.690793255415468,1986,0,0,0,0,0,08-22,0,0,0,0
1986-08-23,12.460059125731034,1986,0,0,0,0,0,08-23,0,0,0,0
1986-08-24,8.62515921279871,1986,0,0,0,0,0,08-24,0,0,0,0
1986-08-25,6.986841065214073,1986,0,0,0,0,0,08-25,0,0,0,0
1986-08-26,6.538755662229633,1986,0,0,0,0,0,08-26,0,0,0,0
1986-08-27,7.091329589304174,1986,0,0,0,0,0,08-27,0,0,0,0
1986-08-28,7.2235218815880025,1986,0,0,0,0,0,08-28,0,0,0,0
1986-08-29,12.594057462519933,1986,0,0,0,0,0,08-29,0,0,0,0
1986-08-30,5.063053795121286,1986,0,0,0,0,0,08-30,0,0,0,0
1986-08-31,5.4,1986,0,0,0,0,0,08-31,0,0,0,0
1986-09-01,8.3,1986,0,0,0,0,0,09-01,0,0,0,0
1986-09-02,11.508141543456235,1986,0,0,0,0,0,09-02,0,0,0,0
1986-09-03,9.1,1986,0,0,0,0,0,09-03,0,0,0,0
1986-09-04,11.3,1986,0,0,0,0,0,09-04,0,0,0,0
1986-09-05,11.043890974356579,1986,0,0,0,0,0,09-05,0,0,0,0
1986-09-06,10.895255344755364,1986,0,0,0,0,0,09-06,0,0,0,0
1986-09-07,8.204611789984586,1986,0,0,0,0,0,09-07,0,0,0,0
1986-09-08,9.990468775206104,1986,0,0,0,0,0,09-08,0,0,0,0
1986-09-09,5.64621312376063,1986,0,0,0,0,0,09-09,0,0,0,0
1986-09-10,9.1,1986,0,0,0,0,0,09-10,0,0,0,0
1986-09-11,,1986,0,0,0,0,0,09-11,0,0,0,0
1986-09-12,6.0,1986,0,0,0,0,0,09-12,0,0,0,0
1986-09-13,8.380525316347407,1986,0,0,0,0,0,09-13,0,0,0,0
1986-09-14,11.146739811141119,1986,0,0,0,0,0,09-14,0,0,0,0
1986-09-15,,1986,0,0,0,0,0,09-15,0,0,0,0
1986-09-16,7.997823907443046,1986,0,0,0,0,0,09-16,0,0,0,0
1986-09-17,8.963036366013617,1986,0,0,0,0,0,09-17,0,0,0,0
1986-09-18,9.502372037883898,1986,0,0,0,0,0,09-18,0,0,0,0
1986-09-19,8.360355488964325,1986,0,0,0,0,0,09-19,0,0,0,0
1986-09-20,5.163195825595329,1986,0,0,0,0,0,09-20,0,0,0,0
1986-09-21,11.4,1986,0,0,0,0,0,09-21,0,0,0,0
1986-09-22,6.9,1986,0,0,0,0,0,09-22,0,0,0,0
1986-09-23,10.6,1986,0,0,0,0,0,09-23,0,0,0,0
1986-09-24,8.6,1986,0,0,0,0,0,09-24,0,0,0,0
1986-09-25,10.243031250395399,1986,0,0,0,0,0,09-25,0,0,0,0
1986-09-26,11.03534132099446,1986,0,0,0,0,0,09-26,0,0,0,0
1986-09-27,15.2546467475495,1986,0,0,0,0,0,09-27,0,0,0,0
1986-09-28,8.254826015849162,1986,0,0,0,0,0,09-28,0,0,0,0
1986-09-29,4.118891569527848,1986,0,0,0,0,0,09-29,0,0,0,0
1986-09-30,5.281516829116058,1986,0,0,0,0,0,09-30,0,0,0,0
1986-10-01,10.103806948831256,1986,0,0,0,0,0,10-01,0,0,0,0
1986-10-02,16.46239890482147,1986,0,0,0,0,0,10-02,0,0,0,0
1986-10-03,9.9,1986,0,0,0,0,0,10-03,0,0,0,0
1986-10-04,8.7,1986,0,0,0,0,0,10-04,0,0,0,0
1986-10-05,11.486596948581118,1986,0,0,0,0,0,10-05,0,0,0,0
1986-10-06,19.427269431786726,1986,0,0,0,0,0,10-06,0,0,0,0
1986-10-07,10.51417170373514,1986,0,0,0,0,0,10-07,0,0,0,0
1986-10-08,9.69816512740641,1986,0,0,0,0,0,10-08,0,0,0,0
1986-10-09,4.356824844305591,1986,0,0,0,0,0,10-09,0,0,0,0
1986-10-10,7.650452216870274,1986,0,0,0,0,0,10-10,0,0,0,0
1986-10-11,6.4,1986,0,0,0,0,0,10-11,0,0,0,0
1986-10-12,5.6739605745373884,1986,0,0,0,0,0,10-12,0,0,0,0
1986-10-13,12.9,1986,0,0,0,0,0,10-13,0,0,0,0
1986-10-14,,1986,0,0,0,0,0,10-14,0,0,0,0
1986-10-15,7.668484964264458,1986,0,0,0,0,0,10-15,0,0,0,0
1986-10-16,9.7,1986,0,0,0,0,0,10-16,0,0,0,0
1986-10-17,8.4,1986,0,0,0,0,0,10-17,0,0,0,0
1986-10-18,14.7,1986,0,0,0,0,0,10-18,0,0,0,0
1986-10-19,6.668839625634044,1986,0,0,0,0,0,10-19,0,0,0,0
1986-10-20,6.6292334144802005,1986,0,0,0,0,0,10-20,0,0,0,0
1986-10-21,,1986,0,0,0,0,0,10-21,0,0,0,0
1986-10-22,11.40960574725707,1986,0,0,0,0,0,10-22,0,0,0,0
1986-10-23,5.2,1986,0,0,0,0,0,10-23,0,0,0,0
1986-10-24,7.5,1986,0,0,0,0,0,10-24,0,0,0,0
1986-10-25,8.612052839805013,1986,0,0,0,0,0,10-25,0,0,0,0
1986-10-26,9.120350402575774,1986,0,0,0,0,0,10-26,0,0,0,0
1986-10-27,9.027960798012469,1986,0,0,0,0,0,10-27,0,0,0,0
1986-10-28,7.2,1986,0,0,0,0,0,10-28,0,0,0,0
1986-10-29,10.7,1986,0,0,0,0,0,10-29,0,0,0,0
1986-10-30,13.1,1986,0,0,0,0,0,10-30,0,0,0,0
1986-10-31,14.99041399020759,1986,0,0,0,0,0,10-31,0,0,0,0
1986-11-01,11.921626888121617,1986,0,0,0,0,0,11-01,0,0,0,0
1986-11-02,9.462956563088616,1986,0,0,0,0,0,11-02,0,0,0,0
1986-11-03,10.464090050383922,1986,0,0,0,0,0,11-03,0,0,0,0
1986-11-04,16.0,1986,0,0,0,0,0,11-04,0,0,0,0
1986-11-05,19.872982422718067,1986,0,0,0,0,0,11-05,0,0,0,0
1986-11-06,16.22116571676925,1986,0,0,0,0,0,11-06,0,0,0,0
1986-11-07,8.6,1986,0,0,0,0,0,11-07,0,0,0,0
1986-11-08,11.223373520022035,1986,0,0,0,0,0,11-08,0,0,0,0
1986-11-09,12.5,1986,0,0,0,0,0,11-09,0,0,0,0
1986-11-10,9.7,1986,0,0,0,0,0,11-10,0,0,0,0
1986-11-11,13.321495486536339,1986,0,0,0,0,0,11-11,0,0,0,0
1986-11-12,10.006105645366565,1986,0,0,0,0,0,11-12,0,0,0,0
1986-11-13,13.830665357875562,1986,0,0,0,0,0,11-13,0,0,0,0
1986-11-14,12.551926995577867,1986,0,0,0,0,0,11-14,0,0,0,0
1986-11-15,14.8,1986,0,0,0,0,0,11-15,0,0,0,0
1986-11-16,15.0,1986,0,0,0,0,0,11-16,0,0,0,0
1986-11-17,15.3,1986,0,0,0,0,0,11-17,0,0,0,0
1986-11-18,9.812718477383772,1986,0,0,0,0,0,11-18,0,0,0,0
1986-11-19,11.35112714274727,1986,0,0,0,0,0,11-19,0,0,0,0
1986-11-20,10.5,1986,0,0,0,0,0,11-20,0,0,0,0
1986-11-21,8.394221334801946,1986,0,0,0,0,0,11-21,0,0,0,0
1986-11-22,8.1,1986,0,0,0,0,0,11-22,0,0,0,0
1986-11-23,11.56339009795154,1986,0,0,0,0,0,11-23,0,0,0,0
1986-11-24,12.8,1986,0,0,0,0,0,11-24,0,0,0,0
1986-11-25,8.428971166321748,1986,0,0,0,0,0,11-25,0,0,0,0
1986-11-26,12.557523897052324,1986,0,0,0,0,0,11-26,0,0,0,0
1986-11-27,10.189146459462698,1986,0,0,0,0,0,11-27,0,0,0,0
1986-11-28,11.2,1986,0,0,0,0,0,11-28,0,0,0,0
1986-11-29,12.6,1986,0,0,0,0,0,11-29,0,0,0,0
1986-11-30,7.5,1986,0,0,0,0,0,11-30,0,0,0,0
1986-12-01,,1986,0,0,0,0,0,12-01,0,0,0,0
1986-12-02,17.441345720313162,1986,0,0,0,0,0,12-02,0,0,0,0
1986-12-03,18.5,1986,0,0,0,0,0,12-03,0,0,0,0
1986-12-04,15.4,1986,0,0,0,0,0,12-04,0,0,0,0
1986-12-05,12.858659395801242,1986,0,0,0,0,0,12-05,0,0,0,0
1986-12-06,15.523639593022766,1986,0,0,0,0,0,12-06,0,0,0,0
1986-12-07,20.2,1986,0,0,0,0,0,12-07,0,0,0,0
1986-12-08,11.054535487965573,1986,0,0,0,0,0,12-08,0,0,0,0
1986-12-09,12.4,1986,0,0,0,0,0,12-09,0,0,0,0
1986-12-10,9.8861651534028,1986,0,0,0,0,0,12-10,0,0,0,0
1986-12-11,11.366961291340667,1986,0,0,0,0,0,12-11,0,0,0,0
1986-12-12,12.8639628991825,1986,0,0,0,0,0,12-12,0,0,0,0
1986-12-13,11.957393932243475,1986,0,0,0,0,0,12-13,0,0,0,0
1986-12-14,10.189556026464551,1986,0,0,0,0,0,12-14,0,0,0,0
1986-12-15,8.5,1986,0,0,0,0,0,12-15,0,0,0,0
1986-12-16,14.434291593104406,1986,0,0,0,0,0,12-16,0,0,0,0
1986-12-17,14.153478382629206,1986,0,0,0,0,0,12-17,0,0,0,0
1986-12-18,10.3,1986,0,0,0,0,0,12-18,0,0,0,0
1986-12-19,,1986,0,0,0,0,0,12-19,0,0,0,0
1986-12-20,8.732578291216566,1986,0,0,0,0,0,12-20,0,0,0,0
1986-12-21,12.6,1986,0,0,0,0,0,12-21,0,0,0,0
1986-12-22,10.510504356761226,1986,0,0,0,0,0,12-22,0,0,0,0
1986-12-23,9.943506812364914,1986,0,0,0,0,0,12-23,0,0,0,0
1986-12-24,13.937221491587533,1986,0,0,0,0,0,12-24,0,0,0,0
1986-12-25,10.5,1986,0,0,0,0,0,12-25,0,0,0,0
1986-12-26,14.7,1986,0,0,0,0,0,12-26,0,0,0,0
1986-12-27,14.287295380617627,1986,0,0,0,0,0,12-27,0,0,0,0
1986-12-28,14.769398249187713,1986,0,0,0,0,0,12-28,0,0,0,0
1986-12-29,13.016392446892414,1986,0,0,0,0,0,12-29,0,0,0,0
1986-12-30,12.045581896913676,1986,0,0,0,0,0,12-30,0,0,0,0
1986-12-31,15.038575490982772,1986,0,0,0,0,0,12-31,0,0,0,0
1987-01-01,12.3,1987,0,0,0,0,0,0,01-01,0,0,0
1987-01-02,13.8,1987,0,0,0,0,0,0,01-02,0,0,0
1987-01-03,15.828114501914923,1987,0,0,0,0,0,0,01-03,0,0,0
1987-01-04,16.6675429350691,1987,0,0,0,0,0,0,01-04,0,0,0
1987-01-05,17.963062476098845,1987,0,0,0,0,0,0,01-05,0,0,0
1987-01-06,,1987,0,0,0,0,0,0,01-06,0,0,0
1987-01-07,15.190392568529461,1987,0,0,0,0,0,0,01-07,0,0,0
1987-01-08,12.854652066186294,1987,0,0,0,0,0,0,01-08,0,0,0
1987-01-09,9.980036498811305,1987,0,0,0,0,0,0,01-09,0,0,0
1987-01-10,13.2,1987,0,0,0,0,0,0,01-10,0,0,0
